,url,title,rating,reviews,prep_time,calories_per_serving,ingredients_flat
121,https://www.bigoven.com/recipe/simple-slow-cooker-beef-stroganoff/1212077,Simple Slow Cooker Beef Stroganoff,5,1,60,547,"{u'stew beef': u'2.275 kg', u'onion diced': u'592.5 ml', u'Worchestershire sauce': u'7.5 T', u'water': u'295 ml', u""Campbell's French Onion Soup or Golden Mushroom So"": u'5 cans', u'cream cheese (DO NOT FREEZE)': u'282.5 g'}"
122,https://www.bigoven.com/recipe/easiest-slow-cooker-french-dip/226900,Easiest Slow Cooker French Dip,NA,NA,485,440,"{u'water': u'296.25 ml', u'dry au jus mix': u'1.25 (1 ounce) packet', u'beef sirloin roast': u'1.25 kg', u'hoagie rolls': u'10', u'slices provolone cheese': u'10 (1 ounce)'}"
123,https://www.bigoven.com/recipe/saucy-roast-chicken-in-the-slow-cooker/547762,Saucy Roast Chicken in the Slow Cooker,NA,NA,495,673,"{u'olive oil': u'131.666666666667 ml', u'sesame oil': u'8.33333333333333 ml', u'plain flour': u'1.66666666666667 tablepoon', u'chicken stock': u'196.666666666667 ml', u'Worcestershire sauce': u'8.33333333333333 ml', u'whole chicken': u'2.5 kg', u'Salt and Pepper': u'', u'soy sauce': u'131.666666666667 ml', u'honey': u'98.3333333333333 ml', u'lemon juice': u'16.6666666666667 ml', u'garlic': u'3.33333333333333 cloves', u'balsamic vinegar': u'16.6666666666667 ml', u'or slow cooker liner': u'1.66666666666667 oven bag'}"
124,https://www.bigoven.com/recipe/perfect-slow-cooker-pot-roast/402405,Perfect Slow Cooker Pot Roast,4,1,45,504,"{u'Beef Roast': u'1.5 kg', u'baby carrots': u'590 ml', u'Onion': u'1.66666666666667', u'Baby new potatoes': u'1.5 kg', u'beef broth': u'590 ml'}"
125,https://www.bigoven.com/recipe/slow-cooker-chicken-pot-pie/314198,Slow Cooker Chicken Pot Pie,NA,NA,300,265,"{u'cream of chicken soup': u'5 (14.5 ounce) cans', u'Green Giant Valley Fresh Steamers': u'2.5 (12 ounce) bag', u'onion': u'2.5 white', u'Pillsbury Grands buttermilk biscuits': u'2.5 (16.3 ounce) can', u'celery seed': u'2.5 ml', u'celery': u'442.5 ml', u'poultry seasoning': u'2.5 ml', u'black pepper': u'2.5 ml', u'skinless chicken breasts': u'10 boneless'}"
126,https://www.bigoven.com/recipe/slow-cooker-italian-beef-for-sandwiches/1177485,Slow Cooker Italian Beef for Sandwiches,4,1,240,2,"{u'garlic powder': u'5 ml', u'leaf': u'1 bay', u'dried basil': u'5 ml', u'ground black pepper': u'5 ml', u'package dry Italian-style salad dressing mix': u'1 (.7 ounce)', u'onion salt': u'5 ml', u'dried oregano': u'5 ml', u'water': u'710 ml', u'rump roast': u'1 (5 pound)', u'dried parsley': u'5 ml', u'salt': u'5 ml'}"
127,https://www.bigoven.com/recipe/breakfast-sausage-casserole-slow-cooker/658708,Breakfast Sausage Casserole - Slow Cooker,NA,NA,45,846,"{u'(2 ounces) shredded Parmesan cheese': u'1180 ml', u'ground black pepper': u'10 ml', u'onions sliced': u'60 green', u'eggs': u'120', u'(26-32 ounces) frozen shredded hash brown potatoes': u'10 pkg.', u'julienne cut sun dried tomatoes packed in oil': u'1180 ml', u'(8 ounces) shredded mozzarella cheese': u'4730 ml', u'salt': u'20 ml', u'milk': u'1180 ml', u'breakfast sausage': u'20 pkg.'}"
128,https://www.bigoven.com/recipe/slow-cooker-brown-sugar-chicken/1112369,Slow Cooker Brown Sugar Chicken,5,1,45,701,"{u'Garlic powder': u'1.66666666666667 ml', u'Light brown sugar': u'196.666666666667 ml', u'Corn starch': u'50 ml', u'Pineapple juice': u'283.333333333333 g', u'Soy sauce': u'131.666666666667 ml', u'Water': u'50 ml', u'Black pepper': u'1.66666666666667 ml', u'Chicken': u'1.66666666666667 kg', u'Kosher Salt': u'3.33333333333333 ml'}"
129,https://www.bigoven.com/recipe/slow-cooker-roast-beef-dinner/37863,Slow Cooker Roast Beef Dinner,5,3,45,4060,"{u'mushrooms': u'10 4-oz can', u'Pepper': u'20 ml', u'Apple': u'10 large', u'Chili powder': u'20 ml', u'Potatoes': u'30 large', u'fresh garlic': u'20 Cloves', u'Carrots': u'30 large', u'Salt': u'20 ml', u'Beef broth': u'3550 ml', u'Celery': u'30 stalks', u'Black pepper': u'20 ml', u'Bacon bits': u'150 ml', u'Beef roast': u'20 kg', u'Onions': u'30 large', u'Celery salt': u'20 ml', u'Wheat flour': u'300 ml'}"
130,https://www.bigoven.com/recipe/slow-cooker-tex-mex-chicken/175076,Slow Cooker Tex-mex Chicken,3.9,7,480,458,"{u'Taco seasoning mix': u'75 ml', u'Boneless skinless chicken breast': u'1.125 kg', u'Flour': u'110 ml', u'Frozen corn': u'592.5 ml', u'Mexican style shredded cheese': u'592.5 ml', u'Sugar': u'75 ml', u'Water': u'147.5 ml', u'Green pepper': u'2.5', u'Red pepper': u'2.5', u'Salsa': u'887.5 ml', u'Rice': u'1182.5 ml'}"
131,https://www.bigoven.com/recipe/slow-cooker-lemon-garlic-chicken/1161875,Slow Cooker Lemon Garlic Chicken,3,1,45,208,"{u'butter': u'50 ml', u'ground black pepper': u'1.66666666666667 ml', u'chopped fresh parsley': u'8.33333333333333 ml', u'dried oregano': u'8.33333333333333 ml', u'fresh lemon juice': u'73.3333333333333 ml', u'skinless': u'1.51666666666667 kg', u'water': u'98.3333333333333 ml', u'garlic': u'3.33333333333333 cloves', u'chicken bouillon granules': u'8.33333333333333 ml', u'salt': u'3.33333333333333 ml'}"
132,https://www.bigoven.com/recipe/slow-cooker-french-dip-sandwiches/220344,Slow Cooker French Dip Sandwiches,4.6,32,30,929,"{u'Garlic powder': u'8.33333333333333 ml', u'French sandwich rolls': u'4-6', u'Beef Chuck Roast': u'3.33333333333333 kg', u'French Onion Soup': u'17.5 oz (can)', u'Beef broth': u'756.666666666667 g', u'Red Wine': u'283.333333333333 g', u'Provolone Cheese': u'', u'Salt & pepper': u''}"
133,https://www.bigoven.com/recipe/slow-cooker-beef-short-ribs/344388,Slow-Cooker Beef Short Ribs,4.7,3,45,945,"{u'Butter': u'147.5 ml', u'Red wine vinegar': u'442.5 ml', u'Chili powder': u'12.5 ml', u'Onion': u'592.5 ml', u'Boneless beef short ribs': u'2.5 kg', u'Flour': u'197.5 ml', u'Minced garlic': u'75 ml', u'Worcestershire sauce': u'75 ml', u'Beef broth': u'592.5 ml', u'Chili sauce': u'147.5 ml', u'Black pepper': u'2.5 ml', u'Brown sugar': u'442.5 ml', u'Salt': u'12.5 ml', u'Ketchup': u'75 ml'}"
134,https://www.bigoven.com/recipe/slow-cooker-baby-back-ribs/1192948,Slow Cooker Baby Back Ribs,NA,NA,120,641,"{u'sliced': u'0.833333333333333 onion,', u'salt and ground black pepper': u'', u'water': u'196.666666666667 ml', u'garlic': u'1.66666666666667 clove', u'bottle barbeque sauce': u'1.66666666666667 (18 ounce)', u'baby back ribs': u'1.66666666666667 kg'}"
135,https://www.bigoven.com/recipe/shredded-beef-for-tacos-or-burritos-in-slow-cooker/175169,Shredded beef for tacos or burritos in slow cooker,4.5,2,600,392,"{u'chuck roast': u'1.66666666666667 kg', u'spicy tomato sauce': u'1.66666666666667 cans', u'cilantro leaves': u'0.833333333333333 bunch', u'green onions': u'0.833333333333333 bunch', u'white wine': u'197.5 ml', u'garlic': u'2.5 tbls', u'salt and pepper to taste': u''}"
136,https://www.bigoven.com/recipe/slow-cooker-rauchbier-pulled-chicken/574137,Slow Cooker Rauchbier Pulled Chicken,NA,NA,45,589,"{u'cider vinegar': u'196.666666666667 ml', u'apricot jam': u'98.3333333333333 ml', u'Hot sauce for serving': u'', u'skinless boneless chicken thighs': u'3.33333333333333 kg', u'Worcestershire sauce': u'25 ml', u""dry mustard (I used Colman's)"": u'16.6666666666667 ml', u'tomato sauce': u'1 8- ounce can', u'chipotle in adobo': u'1 7.5 ounces can', u'smoked beer (I used Aecht Schlenkerla M\xe4rzen Rauch': u'395 ml', u'ground cumin': u'8.33333333333333 ml'}"
137,https://www.bigoven.com/recipe/shredded-slow-cooker-honey-chicken/185414,Shredded Slow Cooker Honey Chicken,4,7,480,388,"{u'Vegetable oil': u'25 ml', u'Water': u'98.3333333333333 ml', u'Pepper': u'10 ml', u'Soy sauce': u'196.666666666667 ml', u'Honey': u'493.333333333333 ml', u'Garlic': u'1.66666666666667 clove', u'Brown sugar': u'3.33333333333333 ml', u'Tomato paste': u'61.6666666666667 ml', u'Chicken breast': u'5', u'Sugar': u'16.6666666666667 ml', u'Ground ginger': u'11.6666666666667 ml'}"
138,https://www.bigoven.com/recipe/slow-cooker-roast-beef-dinner/168567,Slow Cooker Roast Beef Dinner,5,3,9,684,"{u'mushrooms': u'188.333333333333 g', u'Pepper': u'3.33333333333333 ml', u'Chili powder': u'8.33333333333333 ml', u'Powder garlic': u'16.6666666666667 ml', u'Potato': u'5 large', u'Onoins': u'5 large', u'Wheat flour': u'50 ml', u'Carrots': u'5 large', u'Beef broth': u'591.666666666667 ml', u'Celery': u'5 stalksd', u'Black pepper': u'3.33333333333333 ml', u'Bacon bits': u'25 ml', u'Beef roast': u'3.33333333333333 kg', u'Salt': u'3.33333333333333 ml', u'Celery salt': u'8.33333333333333 ml', u'Apple': u'1.66666666666667 large'}"
139,https://www.bigoven.com/recipe/slow-cooker-baby-back-ribs/1157694,Slow Cooker Baby Back Ribs,4,1,30,54,"{u'garlic powder': u'5 ml', u'': u'....................', u""more sweet baby ray's bbq sauce for serving"": u'', u'onion powder': u'2.5 ml', u'water': u'295 ml', u'paprika': u'5 ml', u'hickory liquid smoke': u'25 ml', u'black pepper': u'5 ml', u'brown sugar': u'75 ml', u""sweet baby ray's bbq sauce"": u'295 ml', u'Rub ingredients:': u'', u'back pork ribs': u'2.5 rack'}"
140,https://www.bigoven.com/recipe/super-easy-slow-cooker-lasagna/462008,Super Easy Slow Cooker Lasagna,4,1,375,839,"{u'part-skim ricotta cheese': u'1.25 container (15 oz)', u'lasagna noodles': u'18.75', u'bulk Italian sausage': u'0.85 kg', u'Progresso\u2122 Recipe Starters\u2122 fire': u'2.5 cans (18 oz each)', u'mozzarella cheese': u'887.5 ml'}"
141,https://www.bigoven.com/recipe/slow-cooker-asian-beef-tacos/203899,Slow Cooker Asian Beef Tacos,5,1,45,9370,"{u'rice vinegar': u'37.5 ml', u'flank steak': u'1.7 kg', u'low-sodium soy sauce': u'147.5 ml', u'fresh cilantro leaves': u'295 ml', u'grated ginger': u'37.5 ml', u'to 2 tsp chili garlic sauce': u'2.5', u'scallions, cut into 2 1/2-in. pieces': u'10', u'honey': u'147.5 ml', u'flour tortillas': u'20 small', u'ground cinnamon': u'2.5 ml', u'head iceberg lettuce': u'1.25 small', u'Toasted': u'', u'cloves garlic': u'15'}"
142,https://www.bigoven.com/recipe/slow-cooker-buffalo-chicken-sandwiches/190237,Slow Cooker Buffalo Chicken Sandwiches,4.3,85,435,283,"{u'butter': u'3.33333333333333 Tablespoons', u'dry ranch salad dressing mix': u'23.3333333333333 g', u'boneless chicken breasts': u'6.66666666666667', u'buffalo wing sauce': u'1.66666666666667 17 1/2-oz. bottle', u'hoagie rolls': u'10', u'ranch or blue cheese dressing': u''}"
143,https://www.bigoven.com/recipe/slow-cooker-chicken-marinara/1217591,Slow Cooker Chicken Marinara,5,1,600,226,"{u'boneless chicken breasts': u'5', u'Fresh oregano': u'147.5 ml', u'Salt': u'12.5 ml', u'Fresh garlic, peeled': u'10 cloves', u'Basil fresh': u'147.5 ml', u'Serrano pepper base': u'25 ml', u'Canned tomatoes': u'992.5 g', u'Fresh rosemary': u'147.5 ml'}"
144,https://www.bigoven.com/recipe/slow-cooker-beef-taco-macaroni/313286,Slow Cooker Beef Taco Macaroni,NA,NA,45,922,"{u'shredded cheese': u'592.5 ml', u'Taco Seasoning': u'2.5 envelope (35g)', u""Campbell's Tomato Soup"": u'5 cans', u'ground beef': u'1.125 kg', u'Water': u'592.5 ml', u'Salsa': u'592.5 ml', u'Elbow Macaroni Noodles': u'1182.5 ml', u'onions': u'295 ml'}"
145,https://www.bigoven.com/recipe/savory-smothered-meatloaf-in-slow-cooker/212383,Savory-smothered Meatloaf in Slow Cooker,2,2,450,608,"{u'beef onion soup mix': u'0.833333333333333 envelope', u'sliced mushrooms': u'189.166666666667 g', u'cream of mushroom soup': u'0.833333333333333 can', u'frozen cubed hash brown': u'788.333333333333 ml', u'ground beef': u'0.375 kg', u'ground pork': u'0.475 kg', u'yellow onion': u'0.833333333333333 larg', u'cheddar cheese soup': u'0.833333333333333 can', u'Egg': u'0.833333333333333 large', u'Evaporated milk': u'98.3333333333333 ml', u'shake & bake': u'0.833333333333333 pack'}"
146,https://www.bigoven.com/recipe/slow-cooker-sausage-and-peppers/773528,Slow Cooker Sausage and Peppers,5,1,375,128,"{u'Garlic cloves': u'5', u'Red bell pepper': u'1.25', u'italian seasoning': u'37.5 ml', u'Red onion': u'1.25 large', u'italian diced tomatoes': u'2.5 cans', u'Green pepper': u'2.5', u'Chicken Sausages': u'7.5'}"
147,https://www.bigoven.com/recipe/slow-cooker-coq-au-vin/342436,Slow-Cooker Coq au Vin,NA,NA,195,1424,"{u'chicken broth': u'690 ml', u'leaf': u'1.66666666666667 bay', u'Pinot Noir': u'1.66666666666667 bottle (750ml)', u'small button mushrooms': u'0.75 kg', u'Kosher salt and freshly ground pepper': u'', u'cloves minced': u'5 garlic', u'carrots': u'0.566666666666667 kg', u'whole chicken legs': u'1.66666666666667 kg', u'flat-leaf parsley sprigs': u'8.33333333333333 fresh', u'shallots halved': u'0.566666666666667 kg', u'all-purpose flour': u'3.33333333333333 Tbs.', u'thick-cut bacon': u'283.333333333333 g', u'tomato paste': u'3.33333333333333 Tbs.', u'thyme sprigs': u'5 fresh', u'leek': u'0.833333333333333', u'unsalted butter': u'1.66666666666667 Tbs.'}"
148,https://www.bigoven.com/recipe/slow-cooker-corned-beef-and-cabbage/474251,Slow-Cooker Corned Beef and Cabbage,NA,NA,510,505,"{u'Savoy cabbage': u'0.833333333333333 head', u'thyme': u'10 sprigs', u'small potatoes': u'0.383333333333333 kg', u'beef brisket (about 3 pounds)': u'1.66666666666667 corned', u'cut into 3-inch pieces': u'5 carrots,', u'yellow onion': u'1.66666666666667 small', u'Grainy mustard': u'', u'stalks cut into 3-inch pieces': u'3.33333333333333 celery'}"
149,https://www.bigoven.com/recipe/slow-cooker-chicken-tikka-masala/580375,Slow Cooker Chicken Tikka Masala,NA,NA,45,1,"{u'\ufffd4': u'', u'\ufffd6': u'', u'\ufffd1': u'', u'For': u'', u'\ufffd3': u'', u'\ufffd9': u'', u'\ufffd2-3': u'', u'?cilantro': u''}"
150,https://www.bigoven.com/recipe/slow-cooker-cheesy-enchilada-quinoa/1187714,Slow Cooker Cheesy Enchilada Quinoa,5,2,180,1022,"{u'fresh cilantro': u'131.666666666667 ml', u'minced garlic': u'8.33333333333333 ml', u'chili powder': u'25 ml', u'onion': u'196.666666666667 ml', u'frozen corn': u'395 ml', u'ground turkey': u'0.75 kg', u'cumin': u'8.33333333333333 ml', u'cheddar or Mexican cheese': u'788.333333333333 ml', u'water': u'395 ml', u'uncooked quinoa': u'1.66666666666667 and 1/2 cups', u'Optional: 2 tablespoons fresh lime juice': u'', u'sweet bell peppers': u'196.666666666667 ml', u'(10 ounces) diced tomatoes and green chilies': u'1.66666666666667 can', u'salsa': u'196.666666666667 ml', u'(19 ounces) enchilada sauce*': u'1.66666666666667 can', u'(15 ounces) black beans': u'1.66666666666667 can'}"
151,https://www.bigoven.com/recipe/swiss-steak-slow-cooker/541893,Swiss Steak - Slow Cooker,5,3,480,473,"{u'beef stock cube': u'2.5', u'fresh sage': u'25 ml', u'onion': u'2.5', u'flour': u'75 ml', u'red chillis': u'5 small', u'round steak': u'2.5 kg', u'Salt and pepper': u'', u'water': u'592.5 ml', u'fresh thyme': u'25 ml', u'garlic': u'2.5 clove', u'fresh marjoram': u'25 ml', u'vegetables of choice': u'1250 g', u'diced tomatoes': u'1000 g can'}"
152,https://www.bigoven.com/recipe/slow-cooker-red-beans-and-rice/644574,Slow Cooker Red Beans and Rice,4.5,3,360,142,"{u'chopped onion': u'591.25 ml', u'bay leaf': u'1.25 large', u'cloves of garlic': u'2.5', u'dried basil': u'6.25 ml', u'Camellia brand red kidney beans': u'0.5625 kg', u'olive oil, vegetable or canola oil': u'8.75 ml', u'Kosher salt to taste, if needed': u'', u'meaty ham bone or 2 ham hocks': u'1.25', u'Cayenne pepper, to taste, optional': u'', u'Sliced green onion, for garnish, optional': u'', u'hopped celery': u'147.5 ml', u'Hot, cooked rice': u'', u'slices of bacon': u'3.75', u'Cajun seasoning and hot sauce, for the table': u'', u'hot water': u'2070 ml', u'Freshly cracked black pepper, to taste': u'', u'chopped bell pepper': u'296.25 ml', u'andouille or spicy smoked sausage': u'0.2875 kg'}"
153,https://www.bigoven.com/recipe/thomas-kellers-slow-cooker-cassoulet/172059,Thomas Keller's Slow-cooker Cassoulet,3.8,4,600,1440,"{u'chopped fresh flat-leaf parsley': u'59 ml', u'Chicken broth': u'473 ml', u'fresh chorizo sausage': u'0.68 kg', u'baguette': u'0.45 kg', u'boneless pork shoulder': u'2 kg', u'Canola oil': u'2 Tbs.', u'Tomato paste': u'59 ml', u'coarsely chopped yellow onions': u'946 ml', u'Kosher': u'', u'Italian plum tomatoes': u'1 35-oz can', u'Great Northern beans or other small white beans': u'2839 ml', u'thick-cut bacon': u'113 g', u'dry white wine': u'473 ml', u'Extra-virgin olive oil': u'', u'sea salt': u'', u'panko': u'237 ml', u'garlic head': u'1'}"
154,https://www.bigoven.com/recipe/slow-cooker-citrus-garlic-chicken/174132,Slow Cooker Citrus Garlic Chicken,2.7,6,300,793,"{u'Butter': u'75 ml', u'pepper': u'', u'lemon pepper': u'5 ml', u'lemon': u'2.5', u'tarragon': u'2.5 ml', u'Orange Juice': u'197.5 ml', u'clementines or tangerines': u'17.5', u'ground sage': u'2.5 ml', u'canola oil': u'75 ml', u'Dry sherry': u'147.5 ml', u'garlic': u'20 cloves', u'chicken': u'2.5 whole', u'sea salt': u'', u'onions': u'17.5', u'onion powder': u'5 ml'}"
155,https://www.bigoven.com/recipe/slow-cooker-pulled-pork/468560,Slow Cooker Pulled Pork,NA,NA,360,425,"{u'Barbecue sauces': u'22.5 Ounces', u'Pork tenderloin': u'1.1375 kg', u'Coleslaw': u'1.25 Serving', u'Wheat hamburger buns': u'10', u'Root beer': u'425 g'}"
156,https://www.bigoven.com/recipe/kalua-pig-in-a-slow-cooker/1207853,Kalua Pig in a Slow Cooker,NA,NA,240,NA,"{u'Hawaiian sea salt': u'18.3333333333333 ml', u'pork butt roast': u'0.833333333333333 (6 pound)', u'liquid smoke flavoring': u'12.5 ml'}"
157,https://www.bigoven.com/recipe/slow-cooker-bbq-ribs/1157564,slow cooker bbq ribs,5,1,240,NA,"{u'to taste salt and pepper $0.05': u'', u'apple sauce $0.45': u'790 ml', u'yellow onion $0.39': u'3.33333333333333 med', u'bbq sauce $1.75': u'1700 g', u'water $0.00': u'393.333333333333 ml', u'(2.5 lbs.) pork spare ribs $8.34': u'3.33333333333333 rack'}"
158,https://www.bigoven.com/recipe/slow-cooker-pot-roast/372449,Slow-Cooker Pot Roast,NA,NA,45,9,"{u'Worcestershire sauce': u'20 ml', u'chuck roast (3 pounds)': u'0.666666666666667 beef', u'cornstarch': u'10 ml', u'Coarse salt and ground pepper': u'', u'onions each cut into 8 wedges': u'1.33333333333333 medium', u'carrots cut into thirds': u'5.33333333333333 medium'}"
159,https://www.bigoven.com/recipe/slow-cooker-caramelized-chicken/1155355,Slow Cooker Caramelized Chicken,NA,NA,240,1323,"{u'chicken breasts': u'1.125 kg', u'sesame oil': u'37.5 ml', u'pineapple juice': u'147.5 ml', u'low sodium/lite soy sauce': u'147.5 ml', u'garlic finely': u'5 cloves', u'cayenne pepper': u'1.55 ml', u'honey': u'295 ml', u'apple cider vinegar': u'0 ml', u'onions': u'7.5 green'}"
160,https://www.bigoven.com/recipe/slow-cooker-caramelized-chicken/1155355,Slow Cooker Caramelized Chicken,NA,NA,240,1323,"{u'chicken breasts': u'1.125 kg', u'sesame oil': u'37.5 ml', u'pineapple juice': u'147.5 ml', u'low sodium/lite soy sauce': u'147.5 ml', u'garlic finely': u'5 cloves', u'cayenne pepper': u'1.55 ml', u'honey': u'295 ml', u'apple cider vinegar': u'0 ml', u'onions': u'7.5 green'}"
161,https://www.bigoven.com/recipe/whole-chicken-slow-cooker/477345,Whole Chicken - Slow Cooker,3,1,45,494,"{u'Bay leaf': u'1.66666666666667', u'Whole chicken': u'5 Pound', u'Fresh lemon': u'0.833333333333333', u'Paprika': u'1.66666666666667 Teaspoon', u'Black pepper': u'0.833333333333333 Teaspoon', u'Garlic': u'3.33333333333333 Cloves', u'Salt': u'1.66666666666667 Teaspoon'}"
162,https://www.bigoven.com/recipe/slow-cooker-enchiladas/460756,Slow Cooker Enchiladas,0,1,300,NA,"{u'MAGGI Granulated Chicken Flavor Bouillon 1 can (1': u'18.75 ml', u'vegetable oil 1 pound lean ground beef': u'18.75 ml', u'(15 ounces) black beans 1 can (10 ounces) diced t': u'1.25 can', u'finely chopped green bell pepper 1 cup chopped on': u'296.25 ml', u'(12 ounces) shredded Mexican 4 cheese blend': u'887.5 ml', u'water 5 (9-inch) burrito-size flour tortillas': u'98.75 ml'}"
163,https://www.bigoven.com/recipe/slow-cooker-baked-beans/1154971,slow cooker baked beans,NA,NA,30,NA,"{u'white beans (navy or great northern) $1.18': u'0.5 kg', u'dijon mustard $0.24': u'65.5555555555556 ml', u'yellow onion $0.87': u'1.11111111111111 large', u'to taste salt $0.05': u'', u'molasses $1.10': u'131.111111111111 ml', u'smoked bacon $1.49': u'188.888888888889 g', u'brown sugar $0.16': u'131.111111111111 ml', u'generous cracked black pepper $0.05': u'', u'water $0.00': u'1051.11111111111 ml'}"
164,https://www.bigoven.com/recipe/slow-cooker-pork-loin/1166047,Slow Cooker Pork Loin,NA,NA,240,697,"{u'garlic powder': u'33.75 ml', u'vegetable oil': u'2.5 TB', u'regular soy sauce': u'2.5 TB', u'freshly cracked black pepper': u'2.5 ml', u'onion powder': u'33.75 ml', u'chicken broth': u'591.25 ml', u'salt and pepper': u'', u'cornstarch': u'3.75 TB', u'lemon juice': u'2.5 TB', u'dried thyme': u'2.5 ml', u'kosher salt': u'2.5 ml', u'ground ginger': u'2.5 ml', u'pork loin trimmed and cut little slits all around': u'1.25 kg'}"
165,https://www.bigoven.com/recipe/slow-cooker-chicken-teriyaki/1167589,Slow Cooker Chicken Teriyaki,NA,NA,240,275,"{u'sliced green onions': u'', u'sesame seeds': u'', u'or about 3 large': u'3.75 pounds,', u'rice or quinoa': u'', u'soy sauce': u'295 ml', u'honey': u'147.5 ml', u'cornstarch + 1/4 cup water': u'75 ml', u'garlic': u'5 cloves', u'brown sugar': u'147.5 ml', u'apple cider vinegar': u'147.5 ml'}"
166,https://www.bigoven.com/recipe/slow-cooker-cheeseburger-soup/1179173,Slow-Cooker Cheeseburger Soup,NA,NA,240,1971,"{u'chopped onions (3 to 4 medium)': u'2365 ml', u'(28 oz each) Muir Glen\u2122 organic fire roasted diced': u'5 cans', u'(22 oz) frozen waffle fries': u'2.5 bag', u'shredded lettuce': u'1182.5 ml', u'ground beef': u'2.275 kg', u'steak sauce': u'295 ml', u'American cheese loaf': u'1135 g'}"
167,https://www.bigoven.com/recipe/slow-cooker-pork-roast/793878,Slow Cooker Pork Roast,NA,NA,495,373,"{u'Carrots': u'8 medium', u'bay leaf': u'1 whole', u'For Gravy:': u'', u'Thyme': u'5 ml', u'potatoes': u'5 medium', u'Dry onion soup mix': u'1 pkg', u'Eye of Round Roast': u'1 kg', u'water': u'59 ml', u'condensed cream of mushroom soup': u'1 can', u'Flour': u'30 ml'}"
168,https://www.bigoven.com/recipe/slow-cooker-barbecued-ribs/354231,Slow Cooker Barbecued Ribs,NA,NA,615,1039,"{u'pepper': u'5 ml', u'onion': u'2.5 medium', u'garlic': u'5 cloves', u'brown sugar': u'147.5 ml', u'pork loin back ribs': u'5 kg', u'barbecue sauce': u'887.5 ml', u'cola': u'295 ml', u'salt': u'12.5 ml', u'liquid smoke': u'110 ml'}"
169,https://www.bigoven.com/recipe/slow-cooker-jerk-chicken/1153672,slow cooker jerk chicken,NA,NA,240,NA,"{u'vegetable oil $0.08': u'5 Tbsp', u'onion $0.36': u'2.5 medium', u'cinnamon $0.15': u'2.5 Tbsp', u'fresh ginger $0.28': u'3-4 inches', u'nutmeg $0.03': u'2.5 ml', u'orange $0.49': u'2.5 medium', u'soy sauce $0.11': u'197.5 ml', u'serrano or jalapeno pepper $0.09': u'2.5 medium', u'allspice $0.05': u'12.5 ml', u'garlic peeled $0.32': u'10 cloves', u'chicken pieces $6.18': u'12.5 lbs.', u'molasses (not black strap) $0.55': u'147.5 ml', u'thyme $0.05': u'12.5 ml'}"
170,https://www.bigoven.com/recipe/slow-cooker-chicken-verde/712848,Slow Cooker Chicken Verde,NA,NA,280,411,"{u'garlic cloves': u'98.75 ml', u'freshly ground black pepper': u'5 ml', u'chopped fresh oregano': u'37.5 ml', u'Oregano leaves (optional)': u'', u'salt': u'6.25 ml', u'canola oil': u'18.75 ml', u'leg quarters': u'10 chicken', u'Cooking spray': u'', u'chiles stemmed and seeded': u'2.5 poblano', u'cornstarch': u'18.75 ml', u'onion quartered': u'1.25 medium', u'wedges': u'10 lime', u'unsalted chicken stock (such as Swanson)': u'147.5 ml', u'tomatillos': u'1.1375 kg', u'chopped fresh cilantro': u'147.5 ml'}"
171,https://www.bigoven.com/recipe/slow-cooker-bbq-chicken/997039,Slow Cooker BBQ Chicken,NA,NA,300,235,"{u'boneless chicken breasts': u'7 large', u'BBQ Sauce': u'510 g', u'Eggs; hard-boiled': u'', u'Wheat hamburger buns': u'', u'Lettuce': u'', u'Ranch Dressing': u''}"
172,https://www.bigoven.com/recipe/slow-cooker-chicken-and-dumplings/383259,Slow Cooker Chicken and Dumplings,NA,NA,360,155,"{u'Progresso Recipe Starters Cooking Sauce': u'2.5 can', u'Boneless chicken': u'1182.5 ml', u'Onion': u'1.25 small', u'Italian seasoning': u'37.5 ml', u'chicken broth': u'850 g', u'Carrot': u'592.5 ml', u'Baby spinach': u'592.5 ml', u'Gnocchi': u'567.5 g'}"
173,https://www.bigoven.com/recipe/slow-cooker-italian-chicken/1086756,Slow Cooker Italian Chicken,NA,NA,45,389,"{u'Olive oil': u'3.33333333333333 Tablespoons', u'Onion': u'1.66666666666667', u'Italian Seasoning': u'3.33333333333333 Tablespoons', u'Honey': u'1.66666666666667 Tablespoon', u'Black pepper': u'1.66666666666667 Teaspoon', u'Garlic': u'5 Tablespoons', u'Red pepper flakes': u'1.66666666666667 Tablespoon', u'Tomato paste': u'3.33333333333333 Tablespoons', u'Boneless, skinless chicken breasts': u'6.66666666666667 Pounds', u'Sea Salt': u'1.66666666666667 Teaspoon', u'Tomatoes': u'8.33333333333333'}"
174,https://www.bigoven.com/recipe/slow-cooker-pot-roast/1163175,Slow Cooker Pot Roast,NA,NA,240,18,"{u'package dry Italian-style salad dressing mix': u'1.66666666666667 (.7 ounce)', u'salt and ground black pepper': u'1.66666666666667 pinch', u'sliced': u'1.66666666666667 onion,', u'package ranch dressing mix': u'1.66666666666667 (1 ounce)', u'peeled carrots (optional)': u'8.33333333333333 whole', u'all-purpose flour': u'98.3333333333333 ml', u'water or as needed': u'196.666666666667 ml', u'boneless beef chuck roast': u'1.66666666666667 (2 1/2 pound)', u'package dry beef gravy mix': u'1.66666666666667 (1.2 ounce)'}"
